key1_id	key2_wkr_id	fraction	residents	error	method
2	2	0.999547	225047.0	0.000435	point
19	24	0.999903	234215.4	0.000097	point
7	7	0.996342	319037.0	0.003627	point
21	26	0.999549	184122.6	0.000361	point
21	24	0.000425	78.2	0.000000	point
19	26	0.000061	14.2	0.000000	point
19	25	0.000037	8.6	0.000000	point
20	25	0.998634	316587.5	0.001364	point
20	24	0.001038	329.0	0.000001	point
27	32	0.998090	318474.4	0.001905	point
20	32	0.000110	35.0	0.000000	point
27	25	0.000438	139.6	0.000000	point
22	27	0.863197	297504.9	0.117967	point
20	27	0.000068	21.4	0.000000	point
27	27	0.000594	189.6	0.000000	point
22	32	0.000289	99.7	0.000000	point
20	26	0.000022	6.9	0.000000	point
21	25	0.000026	4.8	0.000000	point
22	26	0.131447	45303.8	0.022542	point
23	28	0.997802	295874.1	0.002179	point
22	28	0.005067	1746.4	0.000030	point
23	27	0.000320	94.9	0.000000	point
23	32	0.000245	72.6	0.000000	point
27	28	0.000200	63.8	0.000000	point
28	33	0.984140	216264.6	0.013631	point
27	38	0.000679	216.6	0.000001	point
32	38	0.999015	261644.6	0.000979	point
32	32	0.000421	110.2	0.000000	point
26	31	0.999621	319740.8	0.000378	point
26	25	0.000121	38.8	0.000000	point
20	31	0.000129	40.9	0.000000	point
55	88	0.999386	257655.2	0.000614	point
53	86	0.998815	259853.1	0.001182	point
54	87	0.998788	312855.8	0.001209	point
54	86	0.001195	374.3	0.000002	point
56	89	0.999641	274960.7	0.000359	point
56	87	0.000061	16.9	0.000000	point
53	87	0.001185	308.3	0.000001	point
55	87	0.000449	115.7	0.000000	point
80	110	0.999374	292992.6	0.000623	point
80	88	0.000007	2.1	0.000000	point
81	111	0.996163	313641.0	0.003818	point
96	125	0.681115	238307.0	0.197820	point
82	112	0.715595	168465.7	0.132966	point
96	112	0.000198	69.3	0.000000	point
82	111	0.000365	85.9	0.000000	point
96	111	0.000027	9.4	0.000000	point
81	125	0.000034	10.6	0.000000	point
83	112	0.411987	88820.8	0.083447	point
81	112	0.001465	461.3	0.000003	point
83	111	0.001015	218.8	0.000001	point
82	125	0.000524	123.3	0.000000	point
82	116	0.280409	66014.1	0.047750	point
85	115	0.991544	216040.9	0.007058	point
85	116	0.007876	1716.0	0.000048	point
82	115	0.002974	700.1	0.000008	point
86	116	0.979787	207503.9	0.014731	point
96	123	0.318344	111381.4	0.087459	point
97	126	0.737352	249147.3	0.193368	point
92	125	0.080648	23202.7	0.006575	point
97	125	0.000019	6.5	0.000000	point
92	126	0.000146	42.0	0.000000	point
92	124	0.257482	74078.3	0.052970	point
96	124	0.000037	12.9	0.000000	point
82	124	0.000134	31.5	0.000000	point
92	112	0.000030	8.7	0.000000	point
95	124	0.978398	191924.6	0.015171	point
95	116	0.007517	1474.5	0.000039	point
94	122	0.575914	83730.5	0.077457	point
95	122	0.014035	2753.2	0.000144	point
93	122	0.994397	171696.5	0.003624	point
93	124	0.000745	128.6	0.000000	point
94	121	0.420868	61188.8	0.059424	point
92	121	0.659452	189726.0	0.169768	point
92	122	0.000015	4.2	0.000000	point
91	121	0.000265	57.1	0.000000	point
91	120	0.995964	214401.7	0.003966	point
94	120	0.003218	467.8	0.000007	point
112	140	0.997195	154971.1	0.001800	point
112	121	0.000027	4.2	0.000000	point
91	140	0.001489	320.5	0.000002	point
92	120	0.002227	640.6	0.000007	point
112	120	0.000411	63.9	0.000000	point
