key1_id	key2_wkr_id	fraction	residents	error	method
2	2	0.999961	234723.6	0.000039	point
24	24	0.999988	234645.0	0.000012	point
7	7	0.998739	320296.3	0.001258	point
26	26	0.999992	229444.7	0.000008	point
26	24	0.000008	1.8	0.000000	point
24	26	0.000006	1.3	0.000000	point
25	25	0.999955	316777.6	0.000045	point
24	25	0.000006	1.5	0.000000	point
25	24	0.000032	10.0	0.000000	point
32	32	0.999932	318789.0	0.000068	point
25	32	0.000009	2.9	0.000000	point
27	27	0.999986	297800.8	0.000014	point
28	28	0.999952	297804.2	0.000048	point
28	27	0.000020	6.0	0.000000	point
27	28	0.000014	4.1	0.000000	point
32	27	0.000013	4.0	0.000000	point
33	33	0.999649	247468.2	0.000350	point
38	38	0.999354	262840.0	0.000645	point
32	38	0.000056	17.8	0.000000	point
31	31	0.999962	320070.4	0.000038	point
25	31	0.000004	1.3	0.000000	point
31	25	0.000011	3.5	0.000000	point
89	88	1.000000	258649.6	0.000000	point
87	86	0.999905	261282.6	0.000095	point
88	87	0.999935	314531.5	0.000065	point
88	86	0.000057	18.0	0.000000	point
87	87	0.000095	24.7	0.000000	point
90	89	1.000000	274963.8	0.000000	point
111	110	0.999767	294076.3	0.000233	point
111	88	0.000002	0.7	0.000000	point
112	111	0.999898	314208.1	0.000102	point
126	125	0.999919	261834.6	0.000081	point
113	112	0.999745	257789.9	0.000255	point
113	111	0.000216	55.8	0.000000	point
112	112	0.000079	24.8	0.000000	point
117	116	0.997973	278459.2	0.002020	point
117	112	0.000090	25.2	0.000000	point
116	115	0.997759	255969.8	0.002230	point
117	115	0.001138	317.4	0.000001	point
116	116	0.001601	410.6	0.000002	point
113	116	0.000028	7.2	0.000000	point
124	123	0.999946	276641.7	0.000054	point
126	123	0.000042	10.9	0.000000	point
127	126	0.999941	249496.7	0.000059	point
125	124	0.998995	267160.7	0.001003	point
125	112	0.000029	7.8	0.000000	point
117	124	0.000303	84.6	0.000000	point
123	122	0.999177	263615.5	0.000821	point
125	122	0.000792	211.8	0.000001	point
123	124	0.000396	104.5	0.000000	point
122	121	0.999920	250964.5	0.000080	point
122	124	0.000043	10.9	0.000000	point
126	124	0.000033	8.7	0.000000	point
125	121	0.000010	2.8	0.000000	point
121	120	0.999468	217256.6	0.000532	point
141	140	0.998104	240717.9	0.001892	point
121	121	0.000040	8.8	0.000000	point
122	120	0.000036	9.1	0.000000	point
121	140	0.000050	10.8	0.000000	point
141	120	0.000087	20.9	0.000000	point
126	126	0.000006	1.5	0.000000	point
127	123	0.000059	14.7	0.000000	point
124	31	0.000012	3.2	0.000000	point
124	125	0.000016	4.3	0.000000	point
128	127	0.999968	249885.0	0.000032	point
31	127	0.000027	8.8	0.000000	point
124	126	0.000011	3.0	0.000000	point
124	127	0.000016	4.4	0.000000	point
128	126	0.000005	1.2	0.000000	point
128	123	0.000009	2.2	0.000000	point
130	129	0.999911	278553.7	0.000089	point
39	39	0.999717	257111.3	0.000283	point
39	38	0.000127	32.7	0.000000	point
134	133	0.999757	268078.0	0.000243	point
134	33	0.000068	18.3	0.000000	point
38	39	0.000402	105.7	0.000000	point
131	130	0.999765	321193.8	0.000235	point
131	38	0.000051	16.4	0.000000	point
132	130	0.000301	102.6	0.000000	point
132	131	0.999565	340517.4	0.000434	point
38	131	0.000134	35.2	0.000000	point
132	38	0.000013	4.3	0.000000	point
39	127	0.000156	40.1	0.000000	point
128	39	0.000019	4.7	0.000000	point
38	127	0.000014	3.8	0.000000	point
38	129	0.000027	7.0	0.000000	point
131	129	0.000055	17.6	0.000000	point
130	130	0.000028	7.7	0.000000	point
146	145	0.999903	297445.0	0.000097	point
146	129	0.000034	10.0	0.000000	point
131	145	0.000003	0.9	0.000000	point
145	144	0.999321	319919.7	0.000678	point
130	145	0.000009	2.4	0.000000	point
146	144	0.000004	1.2	0.000000	point
145	145	0.000008	2.6	0.000000	point
144	143	0.999663	251617.2	0.000336	point
144	144	0.000052	13.2	0.000000	point
143	142	0.998610	306697.9	0.001387	point
143	143	0.000598	183.6	0.000000	point
145	126	0.000050	15.9	0.000000	point
130	144	0.000017	4.6	0.000000	point
145	129	0.000010	3.3	0.000000	point
129	128	0.999925	303572.5	0.000075	point
130	128	0.000036	10.1	0.000000	point
129	129	0.000014	4.4	0.000000	point
129	126	0.000034	10.4	0.000000	point
129	127	0.000026	8.0	0.000000	point
145	143	0.000202	64.6	0.000000	point
143	144	0.000341	104.8	0.000000	point
144	142	0.000275	69.1	0.000000	point
145	142	0.000404	129.3	0.000000	point
142	141	0.999716	290473.4	0.000283	point
145	141	0.000005	1.6	0.000000	point
121	141	0.000442	96.1	0.000000	point
142	120	0.000038	10.9	0.000000	point
139	138	0.999273	217884.3	0.000725	point
142	140	0.000042	12.2	0.000000	point
141	138	0.000068	16.5	0.000000	point
139	140	0.000043	9.3	0.000000	point
141	141	0.001261	304.2	0.000001	point
142	138	0.000043	12.5	0.000000	point
139	141	0.000106	23.2	0.000000	point
138	137	0.998988	284804.2	0.001009	point
143	138	0.000036	11.0	0.000000	point
139	142	0.000010	2.1	0.000000	point
142	142	0.000161	46.9	0.000000	point
143	141	0.000415	127.5	0.000000	point
138	143	0.000004	1.1	0.000000	point
150	149	0.999950	267360.5	0.000050	point
149	148	0.999870	274008.8	0.000130	point
138	138	0.000767	218.6	0.000001	point
139	137	0.000310	67.7	0.000000	point
99	98	0.999842	271982.2	0.000158	point
99	148	0.000043	11.7	0.000000	point
149	98	0.000036	9.8	0.000000	point
149	137	0.000038	10.3	0.000000	point
149	149	0.000057	15.6	0.000000	point
150	148	0.000050	13.4	0.000000	point
144	149	0.000010	2.5	0.000000	point
146	149	0.000016	4.8	0.000000	point
