key1_id	key2_wkr_id	fraction	residents	error	method
2	2	0.997659	224759.8	0.002247	point
20	24	0.463931	132138.5	0.140164	point
7	7	0.994376	314310.3	0.005483	point
21	26	0.621277	181400.9	0.186181	point
21	24	0.350436	102320.5	0.099340	point
21	25	0.028287	8259.3	0.000717	point
20	25	0.536002	152666.0	0.119911	point
27	32	0.857823	309260.1	0.118316	point
27	25	0.014463	5214.3	0.000235	point
22	32	0.002433	847.0	0.000006	point
22	27	0.853035	296987.4	0.125020	point
22	25	0.000875	304.6	0.000001	point
27	27	0.001771	638.5	0.000004	point
20	26	0.000068	19.3	0.000000	point
22	26	0.137382	47830.1	0.024725	point
23	28	0.989242	195857.8	0.006999	point
22	28	0.006275	2184.8	0.000046	point
23	27	0.000934	184.9	0.000001	point
27	28	0.121741	43889.8	0.015757	point
23	32	0.002857	565.7	0.000005	point
34	33	0.356852	95142.6	0.088177	point
27	33	0.000151	54.3	0.000000	point
32	38	0.364829	107366.2	0.094628	point
27	38	0.003866	1393.6	0.000020	point
32	32	0.018617	5478.9	0.000314	point
32	31	0.615682	181190.1	0.134027	point
26	31	0.475933	138597.4	0.108068	point
27	31	0.000185	66.8	0.000000	point
26	25	0.515011	149977.2	0.118306	point
26	32	0.009056	2637.1	0.000074	point
32	25	0.000745	219.3	0.000001	point
55	88	0.938089	257805.6	0.058064	point
53	86	0.998018	259273.7	0.001965	point
54	87	0.991934	312835.7	0.007970	point
54	86	0.005547	1749.4	0.000037	point
53	87	0.001982	514.9	0.000003	point
56	89	0.857888	272666.1	0.120895	point
55	87	0.002400	659.6	0.000005	point
54	88	0.000033	10.5	0.000000	point
56	87	0.000035	11.2	0.000000	point
55	110	0.056776	15603.3	0.002841	point
81	110	0.788253	234378.6	0.133017	point
83	111	0.842699	254689.5	0.107598	point
83	110	0.000452	136.7	0.000000	point
84	111	0.159860	50074.4	0.021434	point
92	125	0.667531	237963.5	0.201828	point
84	112	0.428770	134307.4	0.127573	point
